student_id,gender,age,parental_education,lunch_type,test_prep_course,attendance_rate,weekly_study_hours,math_score,reading_score,writing_score
STU00329,Male,16,Bachelor's,Free/Reduced,Completed,72.1,2.4,80.6,86.3,77.5
STU00330,Male,16,Some College,Free/Reduced,None,85.4,4.8,76.2,79.3,83.3
STU00331,Male,18,Master's,Standard,None,67.9,3.9,81.6,91.4,82.7
STU00332,Female,18,Master's,Free/Reduced,None,75.9,6.0,97.9,95.2,91.4
STU00333,Male,17,Master's,Free/Reduced,Completed,77.4,5.5,95.4,100.0,93.6
STU00334,Male,16,Bachelor's,Standard,None,69.2,2.2,70.0,70.3,70.6
STU00335,Male,17,Master's,Standard,None,72.3,6.2,88.1,87.6,92.0
STU00336,Male,19,High School,Standard,Completed,83.4,5.7,84.9,87.4,85.0
STU00337,Female,16,Bachelor's,Standard,None,88.5,5.7,99.3,96.4,98.5
STU00338,Female,19,Bachelor's,Standard,None,83.0,7.9,95.9,100.0,96.5
STU00339,Male,15,Master's,Standard,Completed,86.1,7.4,100.0,100.0,100.0
STU00340,Male,17,Some College,Free/Reduced,Completed,81.0,9.1,100.0,100.0,100.0
STU00341,Female,18,No Diploma,Standard,None,71.7,5.8,95.0,93.4,86.2
STU00342,Male,16,Some College,Standard,None,59.3,7.3,92.0,85.4,85.5
STU00343,Male,17,Bachelor's,Standard,None,73.6,4.5,85.9,80.7,78.2
STU00344,Male,18,High School,Standard,None,78.5,5.5,97.2,95.1,87.3
STU00345,Male,15,Some College,Free/Reduced,None,72.5,6.5,86.1,88.4,91.7
STU00346,Female,16,Some College,Standard,Completed,98.6,3.8,71.8,89.1,81.6
STU00347,Female,19,Some College,Standard,Completed,83.3,5.2,100.0,100.0,100.0
STU00348,Male,15,Some College,Standard,Completed,78.9,1.8,91.6,91.3,94.3
STU00349,Male,18,High School,Free/Reduced,None,86.6,8.1,96.1,96.6,100.0
STU00350,Female,16,Master's,Standard,None,100.0,8.2,100.0,100.0,100.0
STU00351,Female,16,Bachelor's,Standard,None,76.6,2.0,74.3,74.8,69.4
STU00352,Female,15,No Diploma,Standard,Completed,68.4,7.9,97.7,92.6,89.5
STU00353,Female,16,Bachelor's,Free/Reduced,None,83.9,7.4,88.1,,83.8
STU00354,Male,18,Bachelor's,Standard,Completed,66.2,5.8,83.6,84.0,84.7
STU00355,Male,15,No Diploma,Free/Reduced,Completed,68.6,5.8,79.7,76.1,77.7
STU00356,Female,19,Some College,Standard,Completed,97.1,6.4,100.0,100.0,100.0
STU00357,Male,15,Bachelor's,Standard,None,95.5,1.7,90.1,88.3,87.9
STU00358,Female,15,Some College,Standard,Completed,87.8,10.8,100.0,100.0,100.0
STU00359,Female,19,Bachelor's,Standard,None,84.7,0.0,70.9,74.3,74.1
STU00360,Female,18,Some College,Free/Reduced,Completed,65.3,1.3,66.3,72.0,78.7
STU00361,Male,17,High School,Free/Reduced,None,,7.7,98.6,97.6,100.0
STU00362,Female,17,Master's,Free/Reduced,None,95.9,7.3,100.0,98.0,89.9
STU00363,Male,19,High School,Standard,None,73.9,9.3,96.1,92.8,91.9
STU00364,Female,18,Bachelor's,Free/Reduced,None,70.4,5.3,,84.6,86.1
STU00365,Female,16,High School,Standard,Completed,77.7,2.7,100.0,97.0,93.2
STU00366,Male,19,High School,Free/Reduced,None,86.9,5.2,82.2,83.7,74.0
STU00367,Female,17,Some College,Free/Reduced,Completed,77.5,7.1,81.9,73.6,76.8
STU00368,Female,18,High School,Standard,None,77.9,3.3,92.4,91.3,89.0
STU00369,Male,15,Some College,Free/Reduced,None,53.9,2.3,65.9,70.5,74.2
STU00370,Male,18,High School,Standard,None,79.2,5.1,81.5,80.8,82.5
STU00371,Male,18,Some College,Standard,None,92.0,3.2,79.7,86.4,88.7
STU00372,Male,17,Bachelor's,Standard,Completed,79.2,4.6,,100.0,100.0
STU00373,Male,17,No Diploma,Standard,None,100.0,3.5,,94.9,91.7
STU00374,Female,16,Bachelor's,Standard,Completed,71.3,6.5,,88.4,89.5
STU00375,Male,16,High School,Free/Reduced,None,74.1,3.9,87.3,90.4,85.6
STU00376,Male,19,High School,Standard,None,72.0,3.7,68.2,85.0,89.9
STU00377,Female,15,Bachelor's,Standard,None,71.6,6.8,84.8,87.9,88.2
STU00378,Male,16,Some College,Standard,Completed,86.4,2.2,86.8,82.1,82.6
STU00379,Female,17,Some College,Standard,Completed,76.7,2.7,100.0,98.4,100.0
STU00380,Male,18,High School,Standard,None,100.0,5.8,98.3,100.0,96.1
STU00381,Male,19,Bachelor's,Standard,None,83.0,2.8,75.8,75.6,78.6
STU00382,Female,16,Bachelor's,Standard,None,69.5,8.3,100.0,100.0,100.0
STU00383,Female,18,High School,Standard,Completed,68.1,2.4,96.8,86.2,92.7
STU00384,Female,18,Some College,Free/Reduced,None,100.0,4.7,85.0,86.4,94.4
STU00385,Female,16,Bachelor's,Standard,Completed,82.6,2.8,97.8,98.9,95.6
STU00386,Female,15,Some College,Standard,None,95.7,8.7,100.0,100.0,
STU00387,Male,15,High School,Free/Reduced,None,80.8,2.4,62.4,64.7,74.8
STU00388,Male,19,Some College,Free/Reduced,Completed,,9.8,82.1,92.4,84.9
STU00389,Female,15,High School,Standard,None,96.1,5.2,91.3,92.8,97.0
STU00390,Female,19,Some College,Standard,Completed,84.5,4.5,75.2,85.0,78.7
STU00391,Female,17,Bachelor's,Free/Reduced,None,,0.0,63.3,67.9,65.5
STU00392,Male,16,Some College,Free/Reduced,None,75.1,9.2,100.0,96.6,100.0
STU00393,Male,18,Some College,Free/Reduced,Completed,90.5,6.3,83.8,87.0,83.2
STU00394,Female,19,Master's,Standard,Completed,79.1,2.0,,92.0,88.2
STU00395,Male,15,Some College,Standard,Completed,73.3,3.7,95.1,90.6,90.5
STU00396,Female,19,Some College,Standard,None,100.0,0.9,83.7,90.3,96.3
STU00397,Female,19,High School,Standard,None,76.4,3.1,83.2,89.3,81.7
STU00398,Male,15,Bachelor's,Standard,None,70.5,4.7,,67.0,69.7
STU00399,Female,15,Some College,Standard,None,93.6,9.1,99.3,100.0,100.0
STU00400,Female,16,Some College,Standard,None,88.1,11.2,100.0,100.0,100.0
STU00401,Male,18,Master's,Free/Reduced,None,72.0,6.3,79.4,94.1,94.3
STU00402,Female,16,Master's,Standard,Completed,79.1,1.1,89.2,92.9,96.6
STU00403,Female,16,Bachelor's,Standard,Completed,88.0,10.8,99.0,100.0,100.0
STU00404,Female,15,Some College,Free/Reduced,Completed,82.5,0.6,71.9,83.0,78.8
STU00405,Male,15,Some College,Standard,Completed,89.4,7.1,100.0,100.0,100.0
STU00406,Female,18,High School,Standard,None,79.9,5.2,100.0,98.8,90.6
STU00407,Male,19,High School,Standard,Completed,89.8,8.1,,99.4,97.7
STU00408,Male,16,Bachelor's,Standard,Completed,76.3,3.1,80.0,86.5,86.3
STU00409,Female,18,Some College,Standard,Completed,72.2,7.6,100.0,100.0,100.0
STU00410,Male,16,Master's,Free/Reduced,None,92.6,8.6,96.7,100.0,97.4
STU00411,Male,19,High School,Standard,None,83.5,6.0,94.7,94.9,94.2
STU00412,Female,16,Some College,Free/Reduced,Completed,88.2,5.0,95.4,88.6,95.4
STU00413,Female,17,Bachelor's,Standard,Completed,94.7,7.6,100.0,,100.0
STU00414,Female,18,Some College,Standard,Completed,73.1,8.4,100.0,100.0,100.0
STU00415,Female,15,Master's,Free/Reduced,Completed,86.4,3.8,85.8,92.0,91.6
STU00416,Male,16,Master's,Standard,None,100.0,3.4,86.1,100.0,100.0
STU00417,Male,18,High School,Standard,Completed,78.1,3.4,88.1,84.9,82.5
STU00418,Male,18,High School,Standard,Completed,65.5,0.0,91.4,90.6,97.0
STU00419,Female,16,High School,Standard,Completed,89.9,7.3,100.0,96.7,95.6
STU00420,Female,15,Bachelor's,Standard,Completed,60.0,5.0,100.0,95.6,99.2
STU00421,Female,15,Some College,Free/Reduced,None,66.8,4.3,59.9,61.2,58.8
STU00422,Female,16,Bachelor's,Standard,Completed,80.1,3.9,94.6,90.3,93.6
STU00423,Male,18,Some College,Free/Reduced,None,79.7,6.1,89.4,,93.2
STU00424,Female,15,Bachelor's,Standard,Completed,82.3,3.3,81.0,75.1,82.3
STU00425,Male,16,Bachelor's,Standard,None,100.0,7.2,95.4,99.1,100.0
STU00426,Female,16,Some College,Standard,None,81.0,4.1,100.0,100.0,100.0
STU00427,Male,16,Some College,Standard,Completed,73.1,2.1,77.6,83.3,68.7
STU00428,Female,18,No Diploma,Standard,None,72.3,6.5,92.4,93.2,95.2
STU00429,Male,15,Some College,Free/Reduced,None,74.5,2.8,53.1,66.0,63.9
STU00430,Male,18,Some College,Standard,Completed,65.4,4.8,83.3,81.9,79.0
STU00431,Male,17,Some College,Standard,None,86.7,7.3,92.7,100.0,100.0
STU00432,Female,15,Master's,Free/Reduced,None,83.6,5.1,84.4,92.6,87.5
STU00433,Female,18,Master's,Standard,Completed,85.6,5.3,83.7,92.5,95.3
STU00434,Male,15,Bachelor's,Standard,None,89.6,3.9,82.7,90.6,77.4
STU00435,Male,17,Some College,Standard,None,87.4,5.4,100.0,98.5,100.0
STU00436,Female,19,Bachelor's,Standard,None,63.4,3.4,80.6,79.7,83.7
STU00437,Male,16,Some College,Standard,None,76.6,6.3,95.0,92.4,95.5
STU00438,Female,18,High School,Standard,None,77.1,4.2,78.3,65.3,72.4
STU00439,Female,17,High School,Standard,None,96.5,4.5,81.3,94.9,84.6
STU00440,Male,17,No Diploma,Free/Reduced,Completed,97.6,2.5,83.3,85.6,80.0
STU00441,Male,15,High School,Free/Reduced,None,74.9,6.3,83.3,79.7,79.9
STU00442,Female,15,Some College,Free/Reduced,None,68.1,3.6,80.0,75.1,74.0
STU00443,Male,16,Master's,Standard,None,81.9,2.3,86.1,89.1,81.1
STU00444,Male,15,High School,Standard,None,76.2,3.7,92.6,90.3,87.7
STU00445,Female,18,Master's,Standard,None,79.0,7.0,,100.0,100.0
STU00446,Female,18,High School,Standard,None,94.6,6.4,91.6,85.7,91.8
STU00447,Female,18,High School,Standard,Completed,,0.0,82.5,95.4,89.9
STU00448,Female,19,Some College,Standard,None,74.2,3.3,76.0,77.3,82.8
STU00449,Male,18,Bachelor's,Standard,None,72.1,8.6,100.0,96.4,93.3
STU00450,Male,15,No Diploma,Free/Reduced,Completed,62.8,8.1,75.0,,80.6
STU00451,Female,15,High School,Standard,None,86.7,1.9,74.1,86.1,78.2
STU00452,Female,18,Some College,Free/Reduced,None,83.4,7.2,100.0,100.0,100.0
STU00453,Male,17,High School,Free/Reduced,None,86.8,1.4,81.1,76.4,82.0
STU00454,Female,17,Bachelor's,Standard,Completed,79.8,2.9,83.1,99.8,86.6
STU00455,Male,17,Some College,Standard,Completed,67.3,2.3,62.3,68.7,67.0
STU00456,Female,16,High School,Standard,None,80.7,6.8,80.4,85.8,88.6
STU00457,Male,19,Master's,Free/Reduced,None,93.7,5.1,88.7,94.9,97.2
STU00458,Male,18,High School,Standard,None,80.7,6.3,89.1,85.2,88.8
STU00459,Male,16,Bachelor's,Standard,Completed,99.7,0.1,,90.0,85.1
STU00460,Male,17,Bachelor's,Standard,None,83.0,7.2,89.8,97.0,91.7
STU00461,Male,18,Master's,Standard,None,100.0,9.1,,100.0,100.0
STU00462,Female,16,Some College,Free/Reduced,Completed,100.0,5.6,92.7,98.6,
STU00463,Female,15,Bachelor's,Standard,None,69.2,10.0,100.0,100.0,100.0
STU00464,Female,17,High School,Standard,None,72.2,7.2,74.2,83.3,79.4
STU00465,Female,16,Bachelor's,Standard,Completed,74.5,9.5,100.0,100.0,100.0
STU00466,Male,15,Some College,Free/Reduced,Completed,59.5,4.4,,85.3,81.7
STU00467,Male,17,Some College,Standard,Completed,85.6,5.8,100.0,97.8,98.1
STU00468,Female,19,Bachelor's,Free/Reduced,Completed,,3.3,,,100.0
STU00469,Male,17,No Diploma,Free/Reduced,None,82.3,1.4,80.4,77.3,76.7
STU00470,Female,19,Master's,Free/Reduced,None,65.3,3.0,67.9,77.3,79.4
STU00471,Male,19,Bachelor's,Standard,None,99.1,5.7,100.0,100.0,100.0
STU00472,Female,19,Some College,Standard,None,57.4,1.9,63.1,63.9,57.5
STU00473,Male,18,Some College,Standard,None,64.1,5.3,69.8,62.2,68.7
STU00474,Female,18,Some College,Standard,None,90.6,0.0,78.3,80.2,84.6
STU00475,Female,19,Master's,Standard,None,83.8,4.2,87.8,86.6,
STU00476,Female,15,High School,Standard,None,72.6,5.7,70.8,80.5,78.6
STU00477,Male,19,Some College,Standard,None,80.7,3.2,92.1,83.2,81.1
STU00478,Female,16,Bachelor's,Standard,None,,4.2,90.1,89.4,92.5
STU00479,Female,19,Master's,Standard,Completed,94.1,5.0,90.8,90.8,
STU00480,Female,18,Bachelor's,Standard,None,65.4,4.0,86.3,87.5,88.8
STU00481,Female,18,Bachelor's,Free/Reduced,None,83.5,5.7,96.3,100.0,100.0
STU00482,Female,16,High School,Standard,Completed,92.9,0.8,85.7,89.5,87.1
STU00483,Male,16,Some College,Free/Reduced,Completed,68.0,2.0,84.7,82.0,79.2
STU00484,Female,17,High School,Standard,None,,2.4,82.3,73.6,76.4
STU00485,Female,15,Master's,Free/Reduced,None,79.3,4.5,85.3,84.3,87.6
STU00486,Female,15,Bachelor's,Free/Reduced,None,60.6,9.5,89.8,98.4,88.4
STU00487,Male,15,Bachelor's,Standard,None,83.5,6.4,92.6,91.2,97.2
STU00488,Male,18,Bachelor's,Standard,None,84.2,0.7,90.7,91.4,81.5
STU00489,Female,15,Some College,Standard,Completed,98.0,5.5,100.0,98.7,100.0
STU00490,Female,17,High School,Standard,None,79.7,3.6,83.8,85.9,86.0
STU00491,Male,17,High School,Free/Reduced,None,85.3,3.9,88.7,90.3,91.2
STU00492,Female,15,High School,Standard,None,97.7,3.2,90.0,88.5,91.2
STU00493,Male,16,Bachelor's,Standard,None,72.3,4.3,85.0,91.9,93.7
STU00494,Male,17,High School,Standard,Completed,65.8,0.5,81.5,82.8,89.4
STU00495,Male,16,Bachelor's,Free/Reduced,None,81.5,4.7,86.4,89.7,91.9
STU00496,Male,18,Bachelor's,Standard,None,77.6,5.8,84.8,92.0,86.9
STU00497,Female,17,Some College,Free/Reduced,None,78.9,3.0,86.5,79.1,78.2
STU00498,Male,16,High School,Standard,None,74.9,3.7,91.0,,94.2
STU00499,Female,15,High School,Standard,None,69.9,2.0,52.0,55.3,57.2
STU00500,Female,18,High School,Standard,None,91.2,4.0,97.0,,92.5
STU00501,Female,19,Bachelor's,Standard,None,79.8,5.2,99.4,,87.6
STU00502,Female,19,High School,Free/Reduced,Completed,100.0,4.5,,88.0,89.1
STU00503,Male,15,Bachelor's,Free/Reduced,None,67.5,6.6,88.6,99.8,92.5
STU00504,Female,18,Bachelor's,Standard,None,100.0,7.4,85.1,92.6,97.3
STU00505,Female,18,High School,Standard,Completed,83.5,3.5,84.2,83.6,91.5
STU00506,Male,18,Bachelor's,Standard,None,80.2,4.4,100.0,98.8,94.6
STU00507,Female,18,Bachelor's,Standard,None,66.8,2.2,,66.5,64.0
STU00508,Female,19,Bachelor's,Standard,None,72.0,3.8,84.7,91.5,88.1
STU00509,Female,16,High School,Standard,None,95.1,5.1,100.0,99.7,100.0
STU00510,Female,18,High School,Free/Reduced,None,48.0,6.9,81.4,88.1,85.2
STU00511,Female,16,High School,Free/Reduced,None,58.5,4.8,79.2,77.9,81.8
STU00512,Male,18,Some College,Standard,None,60.7,5.8,68.2,77.4,75.0
STU00513,Female,17,Bachelor's,Free/Reduced,None,94.1,1.7,90.5,89.6,93.5
STU00514,Female,17,Bachelor's,Standard,None,88.2,5.6,88.5,91.9,88.6
STU00515,Male,17,Master's,Standard,Completed,67.8,2.8,94.0,90.9,89.7
STU00516,Male,18,No Diploma,Standard,Completed,74.3,8.9,100.0,100.0,94.4
STU00517,Male,16,No Diploma,Free/Reduced,None,81.6,9.5,88.3,91.2,83.8
STU00518,Female,19,Bachelor's,Free/Reduced,Completed,92.2,8.9,100.0,100.0,
STU00519,Female,15,High School,Free/Reduced,Completed,67.8,2.7,77.4,80.4,78.1
STU00520,Male,19,High School,Free/Reduced,Completed,81.6,6.6,93.3,95.9,86.6
STU00521,Female,18,Some College,Standard,None,75.9,0.0,70.0,66.6,70.9
STU00522,Male,17,High School,Standard,Completed,78.8,7.7,85.4,93.1,81.0
STU00523,Female,17,Bachelor's,Standard,Completed,69.2,4.9,98.7,92.6,90.0
STU00524,Female,16,High School,Free/Reduced,None,82.5,0.4,74.9,77.8,76.2
STU00525,Female,18,Bachelor's,Free/Reduced,Completed,70.6,6.5,100.0,100.0,100.0
STU00526,Male,19,Bachelor's,Standard,Completed,81.1,4.1,86.1,92.1,91.3
STU00527,Male,18,High School,Free/Reduced,None,98.7,4.1,74.7,81.5,76.4
STU00528,Male,18,Master's,Standard,None,92.5,6.3,100.0,100.0,100.0
STU00529,Male,17,Some College,Standard,None,96.7,7.5,93.6,100.0,
STU00530,Female,19,Master's,Standard,None,83.8,5.7,96.8,90.8,
STU00531,Female,15,High School,Free/Reduced,None,93.6,0.0,80.7,78.1,77.3
STU00532,Female,17,Bachelor's,Standard,None,58.4,5.7,95.6,100.0,98.4
STU00533,Female,19,Some College,Free/Reduced,None,59.7,2.4,60.1,61.7,61.3
STU00534,Female,16,Bachelor's,Standard,Completed,67.9,6.2,82.6,85.5,92.7
STU00535,Female,17,Bachelor's,Standard,None,68.8,5.8,87.8,93.9,95.3
STU00536,Female,16,Some College,Standard,None,92.6,4.2,85.0,89.3,84.7
STU00537,Female,17,Master's,Free/Reduced,None,61.9,4.6,79.0,79.9,77.6
STU00538,Male,18,Some College,Standard,Completed,63.7,0.4,84.2,,92.4
STU00539,Male,19,High School,Free/Reduced,None,78.5,8.9,91.9,94.2,95.2
STU00540,Male,16,Bachelor's,Standard,Completed,81.6,5.6,97.0,95.9,96.9
STU00541,Female,17,Bachelor's,Standard,None,90.5,5.4,91.2,83.9,84.3
STU00542,Female,16,Some College,Free/Reduced,None,76.8,5.6,87.4,96.6,88.5
STU00543,Male,17,Some College,Standard,None,77.8,0.3,86.6,87.3,85.7
STU00544,Female,17,Master's,Free/Reduced,None,90.6,7.2,84.8,91.4,91.4
STU00545,Female,15,Bachelor's,Standard,Completed,69.2,3.8,69.2,80.1,81.4
STU00546,Male,15,High School,Standard,None,81.5,5.1,96.0,88.3,94.9
STU00547,Male,15,High School,Free/Reduced,None,86.8,3.3,63.2,79.5,80.8
STU00548,Female,16,Master's,Free/Reduced,Completed,75.6,1.7,71.5,84.6,73.4
STU00549,Female,18,Bachelor's,Standard,None,90.3,3.4,84.0,81.2,86.5
STU00550,Female,17,Master's,Standard,None,69.7,4.3,89.4,88.5,87.6
STU00551,Female,19,High School,Standard,Completed,98.7,4.7,100.0,100.0,95.1
STU00552,Female,15,Bachelor's,Standard,None,76.2,3.5,94.6,98.1,86.4
STU00553,Female,16,Bachelor's,Standard,Completed,74.7,4.5,80.3,90.6,87.9
STU00554,Female,16,High School,Standard,Completed,62.5,4.0,77.3,75.1,70.1
STU00555,Female,16,Some College,Free/Reduced,None,66.6,1.3,57.1,72.7,63.1
STU00556,Male,19,Bachelor's,Free/Reduced,None,70.3,4.7,73.3,76.0,73.9
STU00557,Male,19,Some College,Standard,None,66.5,4.7,76.0,79.5,77.3
STU00558,Male,15,Bachelor's,Free/Reduced,None,65.8,3.0,69.0,80.8,81.5
STU00559,Female,19,Bachelor's,Standard,Completed,80.5,7.1,100.0,100.0,100.0
STU00560,Female,15,Bachelor's,Standard,None,87.2,4.7,92.6,86.9,91.2
STU00561,Female,19,Bachelor's,Free/Reduced,None,83.4,5.7,93.8,90.9,90.1
STU00562,Male,19,Some College,Free/Reduced,None,41.6,2.6,75.5,77.3,81.4
STU00563,Male,19,Some College,Standard,None,67.5,3.1,56.5,49.2,45.5
STU00564,Male,15,Bachelor's,Free/Reduced,Completed,93.6,4.1,99.8,100.0,
STU00565,Male,17,Some College,Standard,Completed,63.9,1.7,77.0,84.8,87.0
STU00566,Female,15,High School,Free/Reduced,Completed,78.5,0.2,73.0,77.0,77.3
STU00567,Male,17,Some College,Standard,Completed,66.8,8.2,98.5,100.0,100.0
STU00568,Male,16,High School,Free/Reduced,None,95.7,3.4,74.0,77.1,71.0
STU00569,Female,16,Bachelor's,Standard,None,70.5,4.4,93.9,95.0,
STU00570,Male,15,High School,Standard,None,88.3,5.5,99.8,92.2,96.6
STU00571,Female,17,High School,Standard,Completed,71.3,4.3,78.2,82.8,81.5
STU00572,Female,17,Master's,Standard,None,50.9,2.0,82.7,76.1,83.1
STU00573,Male,17,Bachelor's,Free/Reduced,Completed,85.7,7.4,100.0,100.0,91.5
STU00574,Female,16,Bachelor's,Free/Reduced,Completed,57.0,3.6,68.7,,74.6
STU00575,Female,15,Bachelor's,Free/Reduced,Completed,69.0,6.4,78.3,72.3,75.7
STU00576,Female,18,Bachelor's,Standard,None,100.0,8.5,92.1,100.0,98.4
STU00577,Male,17,Bachelor's,Free/Reduced,None,100.0,1.7,78.2,78.6,74.1
STU00578,Female,17,Some College,Standard,None,80.2,7.0,96.4,100.0,99.4
STU00579,Female,18,Master's,Standard,None,69.3,5.2,74.2,77.0,77.6
STU00580,Male,15,High School,Free/Reduced,Completed,80.3,2.7,86.1,85.7,87.1
STU00581,Male,17,Master's,Standard,Completed,64.2,6.1,99.9,98.6,97.3
STU00582,Female,15,Some College,Free/Reduced,Completed,74.9,5.3,100.0,100.0,100.0
STU00583,Female,17,Some College,Free/Reduced,None,99.2,3.5,86.7,94.9,88.9
STU00584,Male,19,High School,Standard,None,,9.8,80.7,82.2,82.3
STU00585,Female,17,Some College,Standard,Completed,62.9,6.0,93.1,100.0,92.1
STU00586,Male,19,Bachelor's,Standard,None,84.9,2.3,74.3,84.8,77.6
STU00587,Male,15,Master's,Free/Reduced,Completed,59.5,5.8,76.8,84.6,78.3
STU00588,Male,17,Master's,Standard,Completed,57.5,4.5,88.2,88.7,87.9
STU00589,Male,16,Master's,Standard,None,89.2,2.2,95.4,97.9,99.8
STU00590,Male,16,High School,Standard,None,70.8,4.4,84.2,80.0,84.8
STU00591,Male,18,Master's,Standard,Completed,98.9,6.0,100.0,100.0,100.0
STU00592,Female,16,Some College,Free/Reduced,None,67.3,2.7,69.7,69.8,61.3
STU00593,Male,19,Bachelor's,Standard,None,94.7,1.5,75.6,78.2,73.4
STU00594,Male,16,High School,Free/Reduced,None,99.7,1.6,72.9,80.8,79.6
STU00595,Female,16,Some College,Standard,None,81.9,1.7,69.9,70.9,72.3
STU00596,Male,16,Master's,Standard,Completed,76.4,6.3,88.3,88.7,95.9
STU00597,Female,17,Master's,Standard,None,72.8,6.0,87.9,89.1,95.7
STU00598,Male,18,Bachelor's,Free/Reduced,Completed,73.5,2.7,84.0,81.2,87.7
STU00599,Male,15,Bachelor's,Standard,None,60.8,4.5,75.9,77.7,84.2
STU00600,Male,18,High School,Standard,Completed,87.7,1.7,78.0,77.4,84.4
STU00601,Male,19,Bachelor's,Standard,Completed,87.3,3.4,83.1,84.3,84.8
STU00602,Male,17,Bachelor's,Standard,Completed,77.2,3.3,85.2,85.8,80.5
STU00603,Male,17,No Diploma,Standard,None,80.4,5.7,84.2,88.8,84.6
STU00604,Male,16,High School,Free/Reduced,None,74.6,7.9,86.8,94.2,94.8
STU00605,Male,16,High School,Standard,None,65.4,2.3,,75.1,75.1
STU00606,Male,19,Bachelor's,Standard,None,64.4,2.9,64.6,71.5,71.9
STU00607,Male,17,High School,Free/Reduced,None,73.2,5.7,81.7,74.4,76.5
STU00608,Male,15,Some College,Standard,Completed,75.3,1.4,83.3,84.2,82.1
STU00609,Female,18,Some College,Standard,None,93.9,2.7,,86.6,82.6
STU00610,Female,17,Some College,Standard,None,88.0,7.1,86.3,97.1,86.2
STU00611,Male,15,Bachelor's,Standard,None,98.5,8.1,93.1,99.7,100.0
STU00612,Female,15,Bachelor's,Standard,Completed,88.3,2.7,88.7,89.5,90.1
STU00613,Female,18,Some College,Standard,None,61.0,2.9,,68.0,70.0
STU00614,Male,15,Some College,Standard,None,62.2,6.7,83.7,94.5,98.5
STU00615,Female,19,Some College,Standard,Completed,67.3,7.4,88.5,89.3,95.6
STU00616,Female,15,Bachelor's,Standard,None,75.8,4.2,94.7,100.0,100.0
STU00617,Male,19,High School,Free/Reduced,Completed,70.7,3.2,74.5,73.2,72.3
STU00618,Male,15,High School,Free/Reduced,None,88.3,6.3,100.0,100.0,100.0
STU00619,Female,16,Bachelor's,Free/Reduced,None,94.1,5.8,86.6,93.2,
STU00620,Female,15,Some College,Standard,None,65.5,4.8,99.3,86.3,87.4
STU00621,Male,19,Bachelor's,Standard,Completed,,9.5,,89.2,94.4
STU00622,Male,15,High School,Free/Reduced,None,99.7,5.5,95.9,96.2,90.4
STU00623,Male,15,Bachelor's,Standard,None,82.8,2.1,70.4,60.9,70.1
STU00624,Female,15,No Diploma,Standard,None,73.6,6.0,69.1,81.5,74.4
STU00625,Female,19,Some College,Standard,None,99.0,3.2,77.8,77.4,72.7
STU00626,Male,15,High School,Standard,None,94.9,4.5,100.0,100.0,100.0
STU00627,Male,18,Bachelor's,Free/Reduced,Completed,72.9,6.8,100.0,100.0,100.0
STU00628,Female,18,Master's,Free/Reduced,Completed,90.4,7.1,100.0,99.0,100.0
STU00629,Male,19,Some College,Free/Reduced,None,93.8,0.0,72.3,72.9,71.5
STU00630,Male,16,Bachelor's,Free/Reduced,None,90.1,3.5,84.5,75.0,90.8
STU00631,Female,18,Bachelor's,Standard,None,95.2,3.6,90.0,88.6,85.6
STU00632,Female,17,Master's,Free/Reduced,Completed,68.6,4.9,100.0,92.9,93.8
STU00633,Female,18,Bachelor's,Standard,None,80.3,2.7,77.2,94.7,
STU00634,Female,17,No Diploma,Free/Reduced,None,,4.2,89.7,95.1,90.9
STU00635,Male,19,Bachelor's,Standard,Completed,75.3,4.7,94.8,99.8,96.4
STU00636,Male,16,Some College,Free/Reduced,None,72.3,0.7,69.6,76.0,76.0
